"index","listing_id","price","nbhood_full","host_name","last_review","description","room_type"
"2595","3403034","95 dollars","Manhattan, Harlem","Judette","April 30 2019","Modern Manhattan Living Suite 2A","Entire home/apt"
"2596","3404472","55 dollars","Brooklyn, Bushwick","Kip","June 30 2019","Charming Boutique Room in Bushwick","PRIVATE ROOM"
"2597","3404668","47 dollars","Brooklyn, Brownsville","Carl","June 10 2019","Comfy room, minutes from metro for up to 3 people!","Private room"
"2598","3404873","39 dollars","Manhattan, Washington Heights","Mordechai","June 12 2019","Spot in the Heights!","Private room"
"2599","3408897","349 dollars","Manhattan, Chelsea","Craig","May 04 2019","Gorgeous 2 Bedroom Loft in the Heart of Chelsea","Entire home/apt"
"2600","3410516","250 dollars","Brooklyn, Williamsburg","Sabine","April 26 2019","Luxurious Living in Williamsburg/Brooklyn","Entire home/apt"
"2601","3411006","290 dollars","Manhattan, East Village","Dee","June 14 2019","COOL, ARTSY & CENTRAL APARTMENT","Entire home/apt"
"2602","3411815","85 dollars","Brooklyn, Vinegar Hill","Allie","May 31 2019","Lovely, Sunny Bedroom in Huge DUMBO Apartment","private room"
"2603","3412633","146 dollars","Manhattan, Lower East Side","Stina","June 04 2019","Sunny top floor loft with skylight in downtown NY","Entire home/apt"
"2604","3414607","150 dollars","Brooklyn, Prospect Heights","Marta","July 06 2019","Sweet 2 bed in Elevator Building","entire home/apt"
"2605","3414885","240 dollars","Brooklyn, Williamsburg","Blake","June 28 2019","Artsy Modern Hideout | Two bedrooms with backyard!","entire home/apt"
"2606","3415102","500 dollars","Brooklyn, Williamsburg","Randall","May 05 2019","3 bedroom loft in Williamsburg","Entire home/apt"
"2607","3415455","48 dollars","Queens, Sunnyside","Steve","June 28 2019","Bright & Spacious 15 mins to Midtown Manhattan","Private room"
"2608","3421589","180 dollars","Manhattan, SoHo","Lana","April 14 2019","Adorable Soho Apartment","ENTIRE HOME/APT"
"2609","3425168","122 dollars","Manhattan, East Village","Gabi","May 16 2019","East Village Apt at Great Location","entire home/apt"
"2610","3426233","400 dollars","Manhattan, Upper East Side","Geoffrey","April 28 2019","2 Bd/1 Bath Apartment Upper East Side NYC","Entire home/apt"
"2611","3431378","55 dollars","Bronx, Mott Haven","Anne","June 22 2019","Luxe Tuscan Suite Private Room","private room"
"2612","3437101","99 dollars","Manhattan, Upper East Side","Jay","June 15 2019","Sparkling Brick APT Heart UES +Yoga","private room"
"2613","3440135","225 dollars","Manhattan, Greenwich Village","Casey","June 18 2019","Cozy studio in the heart of Greenwich Village","entire home/apt"
"2614","3441130","60 dollars","Brooklyn, Williamsburg","Daniel","April 05 2019","New Building in Williamsburg","Private room"
"2615","3445138","495 dollars","Brooklyn, Park Slope","G","May 27 2019","The Sunniest of Brooklyn Brownstones","Entire home/apt"
"2616","3447238","98 dollars","Brooklyn, Crown Heights","Sasha","June 17 2019","Spacious, Sunny 1 Bedroom Apartment","Entire home/apt"
"2617","3450210","215 dollars","Manhattan, Harlem","Emilie","June 22 2019","Spacious Apt in Townhouse near Columbia University","Entire home/apt"
"2618","3458525","115 dollars","Manhattan, Harlem","Natasha","June 19 2019","Modern & Cozy 1BD Garden Apt","entire home/apt"
"2619","3463385","95 dollars","Manhattan, Upper East Side","Evgenia","May 27 2019","Gorgeous room in Manhattan","private room"
"2620","3463475","197 dollars","Manhattan, Lower East Side","Jenny","June 30 2019","☆ PERFECT MANHATTAN LOCATION NEAR SUBWAY & CAFES!☆","entire home/apt"
"2621","3465651","56 dollars","Staten Island, Eltingville","Lisa, Nancy & John","July 05 2019","“No Place Like Home”
1st Floor Suburban Apt.","Private room"
"2622","3465977","225 dollars","Manhattan, Upper West Side","Pablo","June 16 2019","Next to Central Park and Natural Science Museum","ENTIRE HOME/APT"
"2623","3468942","199 dollars","Manhattan, Upper West Side","Mat","April 24 2019","Luxury Studio Central Park West","Entire home/apt"
"2624","3469115","149 dollars","Brooklyn, Park Slope","G","April 07 2019","5-Star Park Slope Suite w/King Bed","ENTIRE HOME/APT"
"2625","3469171","142 dollars","Brooklyn, Red Hook","Tom","June 24 2019","Red Hook Prime 1 BR Priv. Garden 3 blks NYC Ferry","Entire home/apt"
"2626","3469295","299 dollars","Manhattan, East Harlem","Tae","June 22 2019","Harlem Renovated Duplex Townhouse","Entire home/apt"
"2627","3474320","160 dollars","Brooklyn, Park Slope","Asa","July 01 2019","Private brownstone studio Brooklyn","Entire home/apt"
"2628","3476105","127 dollars","Brooklyn, Bedford-Stuyvesant","Ala","May 28 2019","Your own private big Brooklyn apt!","entire home/apt"
"2629","3476431","110 dollars","Brooklyn, Clinton Hill","Michelle","January 01 2019","Charming Fort Greene Studio","Entire home/apt"
"2630","3478771","69 dollars","Manhattan, Lower East Side","John","June 30 2019","Great Room in Heart of LES","private room"
"2631","3479639","144 dollars","Brooklyn, Bushwick","Taylor","June 15 2019","Designer's duplex loft with 16' ceilings","ENTIRE HOME/APT"
"2632","3486103","109 dollars","Brooklyn, Williamsburg","Tony","June 27 2019","Best of Brooklyn & 5 min to Manhattan!","entire home/apt"
"2633","3488283","75 dollars","Brooklyn, Bay Ridge","Aleksandar","April 28 2019","1BR Apt in the Bay Ridge!","Entire home/apt"
"2634","3489242","38 dollars","Queens, Astoria","Petya","June 12 2019","Location little Elio","private room"
"2635","3490317","195 dollars","Brooklyn, Bedford-Stuyvesant","Assiati","June 22 2019","Lovely sun-lit 3-bedroom apartment","Entire home/apt"
"2636","3492910","146 dollars","Manhattan, Morningside Heights","Tom","June 06 2019","Manhattan Columbia University Courtyard Studio","entire home/apt"
"2637","3493833","318 dollars","Brooklyn, Williamsburg","Paul","June 01 2019","Huge Artist Loft with BBQ deck -  WILLIAMSBURG","Entire home/apt"
"2638","3495854","140 dollars","Brooklyn, Williamsburg","Enrico","June 27 2019","Studio loft - Williamsburg/Bushwick","entire home/apt"
"2639","3496384","85 dollars","Manhattan, Chelsea","Alex And Zeena","June 24 2019","Interfaith Retreat Guest Rooms (Om)","Private room"
"2640","3512428","90 dollars","Manhattan, Harlem","Gabrielle","July 06 2019","Lovely room in doorman building","Private room"
"2641","3512620","135 dollars","Brooklyn, Crown Heights","Amy","June 24 2019","Garden Floor Duplex with patio","Entire home/apt"
"2642","3513303","90 dollars","Brooklyn, Williamsburg","Megan","June 16 2019","CHEAP BIG room in Williamsburg","Private room"
"2643","3513960","38 dollars","Brooklyn, Flatbush","Shelley","June 03 2019","AMAZING ROOM ARTSY BKLYN BROWNSTONE","PRIVATE ROOM"
"2644","3517621","87 dollars","Manhattan, Kips Bay","Mike","June 30 2019","Amazing Renovated studio MurrayHill","Entire home/apt"
"2645","3519172","250 dollars","Brooklyn, Fort Greene","Rhonda","June 23 2019","Gallery Suite","entire home/apt"
"2646","3522244","65 dollars","Brooklyn, Clinton Hill","Brad","June 09 2019","Charming Brooklyn Room","PRIVATE ROOM"
"2647","3522513","129 dollars","Manhattan, Harlem","Christopher","June 24 2019","Central Park home away from home","Entire home/apt"
"2648","3522539","159 dollars","Manhattan, East Village","Jonathan","June 12 2019","Musician's Loft 1BR w/ Outdoor Space, WiFi, Parks","Entire home/apt"
"2649","3526122","249 dollars","Manhattan, West Village","Sean","June 21 2019","W Village Apt w/ Private Roof","Entire home/apt"
"2650","3529500","151 dollars","Brooklyn, Bedford-Stuyvesant","Velma","June 19 2019","Gorgeous pre war rowhouse apartment","ENTIRE HOME/APT"
"2651","3529503","79 dollars","Brooklyn, Bedford-Stuyvesant","Zaineb","June 24 2019","Quiet room+bath w/ separate entry.","Private room"
"2652","3530122","135 dollars","Manhattan, Harlem","Kev","July 06 2019","Cozy Harlem Flat!","Entire home/apt"
"2653","3530395","151 dollars","Manhattan, Lower East Side","Edward","April 08 2019","1 BR in Great NYC Neighborhood","ENTIRE HOME/APT"
"2654","3530517","600 dollars","Manhattan, Tribeca","Josie","June 14 2019","2 Story Loft!! Tribeca/Soho :-) best neighborhood","entire home/apt"
"2655","3531018","59 dollars","Brooklyn, Bedford-Stuyvesant","Maximus","July 01 2019","It's The Brooklyn Way !!!","entire home/apt"
"2656","3531190","273 dollars","Manhattan, Lower East Side","Michael","July 05 2019","Cozy/Hip LES 2 bedroom, sleeps 2-4","Entire home/apt"
"2657","3531345","70 dollars","Manhattan, Harlem","Andrew","April 26 2019","Ensuite in Duplex Brownstone with Private Terrace!","Private room"
"2658","3533180","399 dollars","Brooklyn, Bedford-Stuyvesant","Brendan","June 12 2019","6BDRM*APT TRAIN TO NYC 15 MIN","Entire home/apt"
"2659","3533604","96 dollars","Brooklyn, Bushwick","Rylan","July 06 2019","Private Room in a two bedroom apt.","Private room"
"2660","3533669","110 dollars","Manhattan, West Village","Ricardo","June 03 2019","Charming West Village Apartment","Shared room"
"2661","3533777","69 dollars","Manhattan, Harlem","Anthony","June 16 2019","Private Room In Clean Spacious Apt","Private room"
"2662","3534137","85 dollars","Brooklyn, Prospect-Lefferts Gardens","Sigi","July 04 2019","Beautiful sunny bedroom just off Prospect Park","Private room"
"2663","3534443","150 dollars","Manhattan, Lower East Side","Aurea","February 03 2019","Lower East Side Studio- Great Location!","ENTIRE HOME/APT"
"2664","3540370","130 dollars","Manhattan, East Village","Kent","May 27 2019","Sunny room in East Village!","Private room"
"2665","3543227","95 dollars","Manhattan, Harlem","Brendan","July 01 2019","Private Suite 15min to Times Square","PRIVATE ROOM"
"2666","3544828","56 dollars","Brooklyn, Bedford-Stuyvesant","Jillian","January 02 2019","PrivateRoom in Beautiful Brownstone","private room"
"2667","3549478","113 dollars","Brooklyn, Bedford-Stuyvesant","Fanny","July 07 2019","Tasteful French 1BD Apt w/ Garden","Entire home/apt"
"2668","3549798","200 dollars","Brooklyn, Williamsburg","John","July 02 2019","Sunny Private Williamsburg Space","ENTIRE HOME/APT"
"2669","3552043","500 dollars","Brooklyn, Clinton Hill","Shell","May 05 2019","Zen Loft: Huge Brooklyn Loft for Shoots & Events","Entire home/apt"
"2670","3553361","200 dollars","Brooklyn, Williamsburg","Thomas","June 30 2019","Awesome Loft in Williamsburg","entire home/apt"
"2671","3553768","200 dollars","Manhattan, West Village","Arianna","June 24 2019","Serene, minimalist studio W Village","Entire home/apt"
"2672","3554230","140 dollars","Brooklyn, Prospect-Lefferts Gardens","Sigi","January 01 2019","Beautiful 1200 sf 3 bedroom apt off Prospect Park","entire home/apt"
"2673","3554285","45 dollars","Brooklyn, Crown Heights","Sue","June 24 2019","Entire Room Brooklyn NYC!!!","Private room"
"2674","3556615","200 dollars","Manhattan, Hell's Kitchen","Earle","June 09 2019","TimeSq/Brdway/Midtown/A Cozy Petit Versaille/Quiet","Private room"
"2675","3562245","365 dollars","Manhattan, East Village","Theresa","July 01 2019","Quiet Sunny 1-Bedroom, Prime East Village Location","ENTIRE HOME/APT"
"2676","3563271","99 dollars","Brooklyn, Clinton Hill","Brian & Arlette","June 12 2019","Williamsville Sleep & Stay","Private room"
"2677","3567258","220 dollars","Manhattan, Gramercy","Fara","June 24 2019","Beautiful Loft in Union Square","ENTIRE HOME/APT"
"2678","3575918","45 dollars","Brooklyn, Prospect-Lefferts Gardens","Tyler","June 09 2019","The Artist's House (with roof garden!)","PRIVATE ROOM"
"2679","3576160","100 dollars","Manhattan, East Harlem","Francesco","May 12 2019","One Bedroom in East Harlem","Entire home/apt"
"2680","3580577","100 dollars","Brooklyn, Sunset Park","Domenick","January 03 2019","Park Slope beauty","entire home/apt"
"2681","3581153","230 dollars","Manhattan, Chelsea","Crystal & John","May 26 2019","Modern 1BD Chelsea Apartment","Entire home/apt"
"2682","3582816","120 dollars","Brooklyn, Bedford-Stuyvesant","Smith O'Brien","June 30 2019","Brownstone Apt with Sunny Garden","Entire home/apt"
"2683","3583702","122 dollars","Brooklyn, Bushwick","Erin","July 01 2019","Brooklyn's Finest","entire home/apt"
"2684","3585452","140 dollars","Manhattan, Harlem","Michael","June 26 2019","A Beautiful Brownstone Apartment","ENTIRE HOME/APT"
"2685","3586141","38 dollars","Brooklyn, Windsor Terrace","Chadanut","April 28 2019","Brooklyn private room, by F,Gtrain","Private room"
"2686","3587219","200 dollars","Manhattan, West Village","Patrick","July 02 2019","Nice studio in heart of the of the West Village","Entire home/apt"
"2687","3591107","50 dollars","Brooklyn, Prospect-Lefferts Gardens","Lanny","January 01 2019","Gorgeous Bedroom by the Park","Private room"
"2688","3595554","108 dollars","Queens, St. Albans","Adriana","June 27 2019","Jackson Stayover Apt","Entire home/apt"
"2689","3595574","129 dollars","Brooklyn, Prospect Heights","Olivia","May 23 2019","Cheery Studio with Separate Kitchen","Entire home/apt"
"2690","3600108","275 dollars","Brooklyn, Fort Greene","Annie And Joan","June 19 2019","Great location! Fort Greene!!!","Entire home/apt"
"2691","3600496","148 dollars","Manhattan, Midtown","Raanan","March 25 2019","Large & Spacious **Prime Location","Entire home/apt"
"2692","3601324","130 dollars","Brooklyn, Crown Heights","Louis","July 03 2019","7even Days Sleep Near Prospect Park","Entire home/apt"
"2693","3601743","180 dollars","Brooklyn, Park Slope","Richard","June 29 2019","Classic Brooklyn brownstone","Private room"
"2694","3602534","145 dollars","Manhattan, Washington Heights","Sara","May 17 2019","Gorgeous Room in Historic Townhouse","private room"
"2695","3605524","120 dollars","Manhattan, Kips Bay","Tomer","May 29 2019","Midtown Apt, Quiet, Walk to Subway","ENTIRE HOME/APT"
"2696","3605896","59 dollars","Manhattan, Washington Heights","Pedro Pablo","May 25 2019","Clean Private Room in Renovated Apartment","PRIVATE ROOM"
"2697","3608353","91 dollars","Brooklyn, Flatbush","Timothy","July 01 2019","Prospect Park South","private room"
"2698","3609762","184 dollars","Queens, Bay Terrace","Irma","June 19 2019","Sunny spacious 3 BR/ 2Bth in Bayside townhouse","Entire home/apt"
"2699","3611813","150 dollars","Manhattan, Gramercy","Marshall","June 14 2019","Discount! Central Clean & Quiet","private room"
"2700","3613839","65 dollars","Manhattan, Harlem","Esther","June 09 2019","Cozy  and sunny room in Manhattan","private room"
"2701","3614113","65 dollars","Manhattan, East Village","Darren","May 05 2019","Private Room in East Village Manhattan","private room"
"2702","3616003","80 dollars","Brooklyn, Flatbush","Deanna","May 27 2019","Large Clean Apt in Ditmas Park","ENTIRE HOME/APT"
"2703","3617498","80 dollars","Brooklyn, Prospect-Lefferts Gardens","Andy","June 06 2019","Comfy, convenient bedroom in Bklyn!","PRIVATE ROOM"
"2704","3623201","94 dollars","Brooklyn, Park Slope","Allegra","June 22 2019","Charming brownstone top floor 1BD","Entire home/apt"
"2705","3623946","192 dollars","Brooklyn, South Slope","Valeria","April 28 2019","Sunny and Spacious Two Bedroom Duplex with Terrace","Entire home/apt"
"2706","3624205","50 dollars","Manhattan, East Harlem","Veronique Camille","February 12 2019","Private bedroom apartment 4B","Private room"
"2707","3624387","120 dollars","Queens, Long Island City","Jeanny","May 21 2019","Beautiful Apt x Rent in Astoria, NY","ENTIRE HOME/APT"
"2708","3625117","50 dollars","Brooklyn, Bushwick","Ota","June 10 2019","60s-inspired @ a penthouse loft!","Private room"
"2709","3625870","85 dollars","Brooklyn, Sunset Park","Joaquin","June 23 2019","Modern Style Meets Old World","Private room"
"2710","3626302","59 dollars","Queens, Ridgewood","Christopher","June 19 2019","Beautiful Clean & Quiet Room! Rm#2","Private room"
"2711","3626609","104 dollars","Manhattan, Lower East Side","Karen","March 16 2019","Entire Awesome One Bed-Lower East Side Manhattan","Entire home/apt"
"2712","3627106","199 dollars","Manhattan, Hell's Kitchen","Veronique Camille","May 20 2019","Great 1BR-private balcony/doorman","ENTIRE HOME/APT"
